Drumming_bout,Subspecies,Population,Community,Individual,Pop_com_code,Com_indiv_code,Date,Date_year,Date_month,Date_day,Days_before_2024,With_Ph,Start_Ph,End_Ph,Start_Ph_N,End_Ph_N,Context_Before,Context_After,Context,Total_bout_duration,N_hits,Bout_cv,Bout_npvi,Bout_entropy,Interbeat 1,Interbeat 2,Interbeat 3,Interbeat 4,Interbeat 5,Interbeat 6,Interbeat 7,Interbeat 8,Interbeat 9,Interbeat 10,Interbeat 11,Interbeat 12,Interbeat 13,Interbeat 14,Interbeat 15,Interbeat 16,Interbeat 17,Interbeat 18,Interbeat 19,Interbeat 20,Interbeat 21,Interbeat 22,Interbeat 23,Interbeat 24,Interbeat 25,Interbeat 26,Interbeat 27
313,Eastern,Budongo,Waibira,Individual 87,Budongo (Waibira),Waibira (Individual 87),23.06.19,2019.0,06,23,1653.0,With,Climax,Let-Down,2,3,NV,NV,Resting,1.04268,5,0.418956657455497,48.70040887362152,1.4338343733773984,0.074714,0.295537,0.351987,0.320441,,,,,,,,,,,,,,,,,,,,,,,
314,Eastern,Budongo,Waibira,Individual 80,Budongo (Waibira),Waibira (Individual 80),23.06.19,2019.0,06,23,1653.0,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,0.56678,4,0.8614000090823788,140.0717253848618,1.3082708345352603,0.075441,0.419072,0.072269,,,,,,,,,,,,,,,,,,,,,,,,
323,Eastern,Budongo,Waibira,Individual 80,Budongo (Waibira),Waibira (Individual 80),03.07.19,2019.0,07,03,1643.0,With,Build-Up,Unk,1,0,NV,NV,Traveling,0.32439,3,0.7402407632905345,148.0481526581069,1.0,0.042131,0.282254,,,,,,,,,,,,,,,,,,,,,,,,,
325,Eastern,Budongo,Waibira,Individual 83,Budongo (Waibira),Waibira (Individual 83),08.07.19,2019.0,07,08,1638.0,With,Roar,Roar,1,1,NV,NV,Traveling,0.46087,4,0.8377949184102642,137.11025298204424,0.0,0.067715,0.335543,0.057608,,,,,,,,,,,,,,,,,,,,,,,,
329,Eastern,Budongo,Waibira,Individual 92,Budongo (Waibira),Waibira (Individual 92),16.07.19,2019.0,07,16,1630.0,With,Unk,Unk,0,0,NV,NV,Traveling,0.84633,6,0.3132189033331786,27.472619582906066,0.0,0.140699,0.126184,0.116222,0.251538,0.21169,,,,,,,,,,,,,,,,,,,,,,
330,Eastern,Budongo,Waibira,Individual 92,Budongo (Waibira),Waibira (Individual 92),16.07.19,2019.0,07,16,1630.0,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,0.37067,4,0.4059467053949438,44.14233045275854,0.0,0.078035,0.099204,0.193427,,,,,,,,,,,,,,,,,,,,,,,,
333,Eastern,Budongo,Waibira,Individual 79,Budongo (Waibira),Waibira (Individual 79),20.07.19,2019.0,07,20,1626.0,With,Climax,Let-Down,2,3,NV,NV,Traveling,0.75711,4,0.4109095802326927,51.279427447681734,1.3082708345352603,0.105724,0.324177,0.327204,,,,,,,,,,,,,,,,,,,,,,,,
334,Eastern,Budongo,Waibira,Individual 79,Budongo (Waibira),Waibira (Individual 79),20.07.19,2019.0,07,20,1626.0,With,Roar,Roar,1,1,NV,NV,Traveling,1.16515,4,0.6811738485073292,91.44746137168733,1.584962500721156,0.101279,0.324177,0.739694,,,,,,,,,,,,,,,,,,,,,,,,
335,Eastern,Budongo,Waibira,Individual 79,Budongo (Waibira),Waibira (Individual 79),20.07.19,2019.0,07,20,1626.0,With,Climax,Climax,2,2,NV,NV,Traveling,0.39652,3,0.48760201353791527,97.52040270758306,1.0,0.101587,0.294929,,,,,,,,,,,,,,,,,,,,,,,,,
336,Eastern,Budongo,Waibira,Individual 79,Budongo (Waibira),Waibira (Individual 79),20.07.19,2019.0,07,20,1626.0,With,Climax,Climax,2,2,NV,NV,Traveling,0.43617,3,0.6620698667730466,132.4139733546093,1.0,0.073698,0.362475,,,,,,,,,,,,,,,,,,,,,,,,,
337,Eastern,Budongo,Waibira,Individual 79,Budongo (Waibira),Waibira (Individual 79),20.07.19,2019.0,07,20,1626.0,With,Build-Up,Let-Down,1,1,NV,NV,Traveling,0.415,3,0.6317975903614459,126.35951807228918,1.0,0.076402,0.338598,,,,,,,,,,,,,,,,,,,,,,,,,
338,Eastern,Budongo,Waibira,Individual 79,Budongo (Waibira),Waibira (Individual 79),20.07.19,2019.0,07,20,1626.0,With,Climax,Let-Down,2,3,NV,NV,Traveling,0.88823,3,0.14906178474244805,29.81235694848961,1.0,0.377914,0.510315,,,,,,,,,,,,,,,,,,,,,,,,,
352,Eastern,Budongo,Waibira,Individual 87,Budongo (Waibira),Waibira (Individual 87),27.11.19,2019.0,11,27,1496.0,With,Climax,Climax,2,2,NV,NV,Resting,1.04435,5,0.3741910688418332,44.28257683005454,1.4338343733773984,0.096414,0.345266,0.320511,0.28216,,,,,,,,,,,,,,,,,,,,,,,
356,Eastern,Budongo,Waibira,Individual 77,Budongo (Waibira),Waibira (Individual 77),23.12.19,2019.0,12,23,1470.0,With,Climax,Climax,2,2,NV,NV,Resting,0.24931,3,0.3925498674346499,78.50997348692998,0.0,0.173589,0.075722,,,,,,,,,,,,,,,,,,,,,,,,,
362,Eastern,Budongo,Waibira,Individual 77,Budongo (Waibira),Waibira (Individual 77),31.12.19,2019.0,12,31,1462.0,With,Climax,Climax,2,2,NV,NV,Traveling,1.75302,4,0.6231933696994041,98.89274553177171,1.3082708345352603,0.094987,0.967995,0.690034,,,,,,,,,,,,,,,,,,,,,,,,
369,Eastern,Budongo,Waibira,Individual 87,Budongo (Waibira),Waibira (Individual 87),18.01.20,2020.0,01,18,1444.0,Without,0,0,0,0,NV,NV,Resting,0.25626,3,0.3012042550866704,60.24085101733409,0.0,0.166722,0.089536,,,,,,,,,,,,,,,,,,,,,,,,,
375,Eastern,Budongo,Waibira,Individual 87,Budongo (Waibira),Waibira (Individual 87),19.01.20,2020.0,01,19,1443.0,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,1.92265,9,0.42748372955738745,68.28092572010078,2.8676687467547968,0.10294,0.249048,0.295537,0.361949,0.04981,0.31546,0.232444,0.31546,,,,,,,,,,,,,,,,,,,
377,Eastern,Budongo,Waibira,Individual 79,Budongo (Waibira),Waibira (Individual 79),19.01.20,2020.0,01,19,1443.0,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,0.61764,3,0.021504505875610046,4.300901175122009,0.0,0.31546,0.302178,,,,,,,,,,,,,,,,,,,,,,,,,
381,Eastern,Budongo,Waibira,Individual 77,Budongo (Waibira),Waibira (Individual 77),23.01.20,2020.0,01,23,1439.0,With,Climax,Climax,2,2,NV,NV,Traveling,0.4139,3,0.6347598350338124,126.95196700676247,0.0,0.075587,0.338316,,,,,,,,,,,,,,,,,,,,,,,,,
413,Eastern,Budongo,Waibira,Individual 92,Budongo (Waibira),Waibira (Individual 92),29.01.20,2020.0,01,29,1433.0,With,Unk,Unk,0,0,NV,NV,Traveling,1.38814,10,0.16505664487187646,24.464234289711403,0.0,0.193146,0.16017,0.116202,0.16331,0.169591,0.10678,0.169591,0.150748,0.158599,,,,,,,,,,,,,,,,,,
426,Eastern,Budongo,Waibira,Individual 79,Budongo (Waibira),Waibira (Individual 79),04.02.20,2020.0,02,04,1427.0,With,Climax,Let-Down,2,3,NV,NV,Traveling,1.00159,6,0.60321819131267,48.92118705548776,2.384080545409061,0.070651,0.062339,0.203642,0.365724,0.299229,,,,,,,,,,,,,,,,,,,,,,
441,Eastern,Budongo,Waibira,Individual 77,Budongo (Waibira),Waibira (Individual 77),05.02.20,2020.0,02,05,1426.0,With,Climax,Climax,2,2,NV,NV,Traveling,0.71238,3,0.6363644020449817,127.27288040899634,1.0,0.582855,0.129523,,,,,,,,,,,,,,,,,,,,,,,,,
442,Eastern,Budongo,Waibira,Individual 83,Budongo (Waibira),Waibira (Individual 83),05.02.20,2020.0,02,05,1426.0,With,Unk,Unk,0,0,NV,NV,Traveling,0.69619,3,0.8511637661091546,170.2327532218309,1.0,0.051809,0.644379,,,,,,,,,,,,,,,,,,,,,,,,,
449,Eastern,Budongo,Waibira,Individual 92,Budongo (Waibira),Waibira (Individual 92),06.02.20,2020.0,02,06,1425.0,With,Climax,Climax,2,2,NV,NV,Resting,0.78604,7,0.345602147384754,44.52661211912647,0.0,0.091756,0.088697,0.177394,0.085639,0.143751,0.198804,,,,,,,,,,,,,,,,,,,,,
451,Eastern,Budongo,Waibira,Individual 92,Budongo (Waibira),Waibira (Individual 92),06.02.20,2020.0,02,06,1425.0,With,Climax,Climax,2,2,NV,NV,Resting,0.69096,6,0.6045600953314545,64.79428062911772,0.0,0.116222,0.056451,0.119543,0.099619,0.299124,,,,,,,,,,,,,,,,,,,,,,
454,Eastern,Budongo,Waibira,Individual 85,Budongo (Waibira),Waibira (Individual 85),08.02.20,2020.0,02,08,1423.0,With,Build-Up,Climax,1,2,NV,NV,Traveling,0.868,3,0.31383014879117965,62.76602975823593,1.0,0.570199,0.297796,,,,,,,,,,,,,,,,,,,,,,,,,
455,Eastern,Budongo,Waibira,Individual 85,Budongo (Waibira),Waibira (Individual 85),08.02.20,2020.0,02,08,1423.0,With,Climax,Climax,2,2,NV,NV,Traveling,0.46416,3,0.742690083677321,148.5380167354642,1.0,0.059717,0.404447,,,,,,,,,,,,,,,,,,,,,,,,,
461,Eastern,Budongo,Waibira,Individual 83,Budongo (Waibira),Waibira (Individual 83),10.02.20,2020.0,02,10,1421.0,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,0.49149,3,0.7840915102363039,156.81830204726077,1.0,0.053058,0.438428,,,,,,,,,,,,,,,,,,,,,,,,,
466,Eastern,Budongo,Waibira,Individual 92,Budongo (Waibira),Waibira (Individual 92),11.02.20,2020.0,02,11,1420.0,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,1.04517,7,0.14471720169366317,12.692759572006068,0.0,0.178484,0.144448,0.141127,0.174333,0.195917,0.21086,,,,,,,,,,,,,,,,,,,,,
475,Eastern,Budongo,Waibira,Individual 83,Budongo (Waibira),Waibira (Individual 83),17.02.20,2020.0,02,17,1414.0,With,Roar,Roar,1,1,NV,NV,Resting,0.37191,3,0.5178577670464171,103.57155340928341,0.0,0.089657,0.282254,,,,,,,,,,,,,,,,,,,,,,,,,
476,Eastern,Budongo,Waibira,Individual 83,Budongo (Waibira),Waibira (Individual 83),17.02.20,2020.0,02,17,1414.0,With,Roar,Roar,1,1,NV,NV,Resting,0.35623,3,0.44079139437220693,88.1582788744414,0.0,0.099604,0.256628,,,,,,,,,,,,,,,,,,,,,,,,,
482,Eastern,Budongo,Waibira,Individual 85,Budongo (Waibira),Waibira (Individual 85),18.02.20,2020.0,02,18,1413.0,With,Climax,Climax,2,2,NV,NV,Traveling,0.78815,3,0.730848188796549,146.16963775930975,1.0,0.106066,0.682084,,,,,,,,,,,,,,,,,,,,,,,,,
495,Eastern,Budongo,Waibira,Individual 92,Budongo (Waibira),Waibira (Individual 92),21.02.20,2020.0,02,21,1410.0,With,Pause,Climax,1,2,NV,NV,Traveling,1.00626,8,0.34548139006203954,60.2103557852718,0.0,0.10295,0.149444,0.073061,0.215863,0.122876,0.212543,0.129518,,,,,,,,,,,,,,,,,,,,
513,Eastern,Budongo,Waibira,Individual 83,Budongo (Waibira),Waibira (Individual 83),28.02.20,2020.0,02,28,1403.0,With,Roar,Climax,1,2,NV,NV,Traveling,1.47104,6,0.9891220977644013,167.39433554628835,2.384080545409061,0.056451,0.635902,0.060602,0.664957,0.05313,,,,,,,,,,,,,,,,,,,,,,
514,Eastern,Budongo,Waibira,Individual 83,Budongo (Waibira),Waibira (Individual 83),28.02.20,2020.0,02,28,1403.0,With,Build-Up,Unk,1,0,NV,NV,Resting,1.30833,5,1.0790462483467103,117.83623055719079,1.4338343733773984,0.086337,0.936419,0.119543,0.166032,,,,,,,,,,,,,,,,,,,,,,,
515,Eastern,Budongo,Waibira,Individual 83,Budongo (Waibira),Waibira (Individual 83),28.02.20,2020.0,02,28,1403.0,With,Roar,Roar,1,1,NV,NV,Traveling,0.74716,4,0.9497485149829359,150.82909542795684,1.3082708345352603,0.086449,0.583529,0.077186,,,,,,,,,,,,,,,,,,,,,,,,
519,Eastern,Budongo,Waibira,Individual 77,Budongo (Waibira),Waibira (Individual 77),29.02.20,2020.0,02,29,1402.0,With,Climax,Let-Down,2,3,NV,NV,Traveling,2.09743,9,0.8050975745217233,95.07800146382611,1.5549511023971747,0.18474,0.10294,0.308819,0.05313,0.239086,0.78367,0.242406,0.182635,,,,,,,,,,,,,,,,,,,
523,Eastern,Budongo,Waibira,Individual 92,Budongo (Waibira),Waibira (Individual 92),04.03.20,2020.0,03,04,1398.0,With,Climax,Climax,2,2,NV,NV,Traveling,1.99238,12,0.27506834992042845,21.84043503580795,0.0,0.132825,0.174333,0.112902,0.15939,0.185956,0.15607,0.169352,0.182635,0.166032,0.25901,0.293876,,,,,,,,,,,,,,,,
524,Eastern,Budongo,Waibira,Individual 83,Budongo (Waibira),Waibira (Individual 83),04.03.20,2020.0,03,04,1398.0,With,Roar,Climax,1,2,NV,NV,Traveling,2.03812,5,1.4208313114348574,161.77770748849548,1.4338343733773984,0.174105,0.051868,1.760469,0.051675,,,,,,,,,,,,,,,,,,,,,,,
526,Eastern,Budongo,Waibira,Individual 92,Budongo (Waibira),Waibira (Individual 92),04.03.20,2020.0,03,04,1398.0,With,Unk,Unk,0,0,NV,NV,Traveling,0.21916,3,0.4090946423193801,81.81892846387602,0.0,0.15441,0.064752,,,,,,,,,,,,,,,,,,,,,,,,,
532,Eastern,Budongo,Waibira,Individual 85,Budongo (Waibira),Waibira (Individual 85),05.03.20,2020.0,03,05,1397.0,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,0.81088,4,0.5981235768008736,101.0211862065456,1.584962500721156,0.258331,0.47401,0.078544,,,,,,,,,,,,,,,,,,,,,,,,
534,Eastern,Budongo,Waibira,Individual 92,Budongo (Waibira),Waibira (Individual 92),06.03.20,2020.0,03,06,1396.0,With,Build-Up,Let-Down,1,3,NV,NV,Resting,3.60074,14,1.0975982824893507,88.15148678957563,1.5637814635855283,0.120782,0.175994,0.043168,0.205879,0.139393,1.269976,0.063092,0.245727,0.249048,0.395156,0.202559,0.116222,0.373738,,,,,,,,,,,,,,
535,Eastern,Budongo,Waibira,Individual 92,Budongo (Waibira),Waibira (Individual 92),06.03.20,2020.0,03,06,1396.0,With,Build-Up,Climax,1,2,NV,NV,Traveling,1.58062,9,1.0662006121312424,65.56844735139,0.0,0.10294,0.073054,0.119543,0.063092,0.099619,0.05313,0.378552,0.690692,,,,,,,,,,,,,,,,,,,
536,Eastern,Budongo,Waibira,Individual 92,Budongo (Waibira),Waibira (Individual 92),06.03.20,2020.0,03,06,1396.0,With,Build-Up,Climax,1,2,NV,NV,Traveling,3.1268,5,1.0130269778890246,100.62063978445545,1.4338343733773984,0.264416,2.151772,0.351987,0.358629,,,,,,,,,,,,,,,,,,,,,,,
537,Eastern,Budongo,Waibira,Individual 79,Budongo (Waibira),Waibira (Individual 79),06.03.20,2020.0,03,06,1396.0,With,Build-Up,Climax,1,2,NV,NV,Resting,0.82553,4,0.3024892650079945,37.07682560919347,1.3082708345352603,0.157501,0.336727,0.331296,,,,,,,,,,,,,,,,,,,,,,,,
538,Eastern,Budongo,Waibira,Individual 83,Budongo (Waibira),Waibira (Individual 83),06.03.20,2020.0,03,06,1396.0,With,Unk,Unk,0,0,NV,NV,Traveling,0.87665,4,1.002476535999184,157.02649970722547,1.3082708345352603,0.073054,0.706258,0.097336,,,,,,,,,,,,,,,,,,,,,,,,
539,Eastern,Budongo,Waibira,Individual 83,Budongo (Waibira),Waibira (Individual 83),06.03.20,2020.0,03,06,1396.0,With,Climax,Climax,2,2,NV,NV,Traveling,0.78985,4,1.1499288383647885,173.4289987759401,1.3082708345352603,0.051529,0.691439,0.046883,,,,,,,,,,,,,,,,,,,,,,,,
540,Eastern,Budongo,Waibira,Individual 92,Budongo (Waibira),Waibira (Individual 92),06.03.20,2020.0,03,06,1396.0,With,Build-Up,Unk,1,0,NV,NV,Traveling,0.69069,3,0.5547588491655217,146.16600709820827,0.0,0.31297,0.04981,0.327913,,,,,,,,,,,,,,,,,,,,,,,,
542,Eastern,Budongo,Waibira,Individual 79,Budongo (Waibira),Waibira (Individual 79),06.03.20,2020.0,03,06,1396.0,With,Climax,Climax,2,2,NV,NV,Traveling,0.43654,3,0.6258999727402467,125.17999454804934,1.0,0.081655,0.354886,,,,,,,,,,,,,,,,,,,,,,,,,
543,Eastern,Budongo,Waibira,Individual 79,Budongo (Waibira),Waibira (Individual 79),06.03.20,2020.0,03,06,1396.0,With,Build-Up,Build-Up,1,1,NV,NV,Resting,0.61764,3,0.21505477318429245,43.010954636858486,0.0,0.375232,0.242406,,,,,,,,,,,,,,,,,,,,,,,,,
548,Eastern,Budongo,Waibira,Individual 83,Budongo (Waibira),Waibira (Individual 83),16.03.20,2020.0,03,16,1386.0,With,Climax,Unk,2,0,NV,NV,Resting,2.24143,4,1.0916159233259766,167.1328522501512,1.3082708345352603,0.215841,1.899403,0.126184,,,,,,,,,,,,,,,,,,,,,,,,
552,Eastern,Budongo,Waibira,Individual 85,Budongo (Waibira),Waibira (Individual 85),07.06.23,2023.0,06,07,208.0,With,Climax,Climax,2,2,NV,NV,Traveling,0.45634,3,0.648563126454514,129.7126252909028,1.0,0.080187,0.376151,,,,,,,,,,,,,,,,,,,,,,,,,
555,Eastern,Budongo,Waibira,Individual 87,Budongo (Waibira),Waibira (Individual 87),12.06.23,2023.0,06,12,203.0,With,Climax,Climax,2,2,NV,NV,Traveling,0.65509,5,0.3237351451532074,34.37454456187901,1.4338343733773984,0.244758,0.17517,0.105582,0.129578,,,,,,,,,,,,,,,,,,,,,,,
556,Eastern,Budongo,Waibira,Individual 87,Budongo (Waibira),Waibira (Individual 87),12.06.23,2023.0,06,12,203.0,With,Climax,Climax,2,2,NV,NV,Traveling,0.57419,3,0.6012448906018422,120.24897812036843,1.0,0.11448,0.459707,,,,,,,,,,,,,,,,,,,,,,,,,
557,Eastern,Budongo,Waibira,Individual 79,Budongo (Waibira),Waibira (Individual 79),12.06.23,2023.0,06,12,203.0,With,Let-Down,Let-Down,3,3,NV,NV,Traveling,0.41541,3,0.5217388164435532,104.34776328871065,1.0,0.099337,0.316072,,,,,,,,,,,,,,,,,,,,,,,,,
567,Eastern,Budongo,Waibira,Individual 83,Budongo (Waibira),Waibira (Individual 83),06.07.23,2023.0,07,06,179.0,With,Climax,Climax,2,2,NV,NV,Traveling,0.19028,3,0.22222397401737434,44.44479480347487,0.0,0.116283,0.073998,,,,,,,,,,,,,,,,,,,,,,,,,
576,Eastern,Budongo,Waibira,Individual 80,Budongo (Waibira),Waibira (Individual 80),19.07.23,2023.0,07,19,166.0,With,Climax,Climax,2,2,NV,NV,Traveling,0.08854,3,0.0,0.0,0.0,0.044272,0.044272,,,,,,,,,,,,,,,,,,,,,,,,,
577,Eastern,Budongo,Waibira,Individual 77,Budongo (Waibira),Waibira (Individual 77),19.07.23,2023.0,07,19,166.0,With,Climax,Climax,2,2,NV,NV,Traveling,0.28576,3,0.1275187043763692,25.503740875273838,0.0,0.161101,0.124661,,,,,,,,,,,,,,,,,,,,,,,,,
585,Eastern,Budongo,Waibira,Individual 80,Budongo (Waibira),Waibira (Individual 80),26.07.23,2023.0,07,26,159.0,With,Build-Up,Climax,1,2,NV,NV,Traveling,1.0886,7,0.6383811842562003,92.83783600286537,2.987468750600964,0.073682,0.240061,0.172917,0.040999,0.166379,0.394556,,,,,,,,,,,,,,,,,,,,,
588,Western,Fongoli,Fongoli,Individual 13,Fongoli (Fongoli),Fongoli (Individual 13),25.06.23,2023.0,06,25,190.0,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,0.92585,5,0.25885815658650657,30.982079511492092,2.0,0.135088,0.28006,0.283355,0.227343,,,,,,,,,,,,,,,,,,,,,,,
589,Western,Fongoli,Fongoli,Individual 13,Fongoli (Fongoli),Fongoli (Individual 13),23.06.23,2023.0,06,23,192.0,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,0.49757,4,0.07858972278421263,10.295810987265236,0.0,0.172885,0.177102,0.147585,,,,,,,,,,,,,,,,,,,,,,,,
592,Western,Fongoli,Fongoli,Individual 15,Fongoli (Fongoli),Fongoli (Individual 15),21.06.23,2023.0,06,21,194.0,With,Climax,Climax,2,2,NV,NV,Resting,4.74128,17,0.39000835979375087,26.812427962858525,0.0,0.231947,0.218303,0.231947,0.218303,0.259235,0.286523,0.443429,0.238769,0.313811,0.272879,0.293345,0.259235,0.238769,0.259235,0.695842,0.279701,,,,,,,,,,,
593,Western,Fongoli,Fongoli,Individual 15,Fongoli (Fongoli),Fongoli (Individual 15),21.06.23,2023.0,06,21,194.0,With,Build-Up,after,1,0,NV,NV,Resting,5.46734,14,0.8036874415718853,60.762410921598736,1.563781463585528,0.176129,0.403629,0.198145,0.242177,0.249516,0.6825,0.469677,0.205484,0.579758,1.467742,0.2275,0.278871,0.28621,,,,,,,,,,,,,,
594,Western,Fongoli,Fongoli,Individual 15,Fongoli (Fongoli),Fongoli (Individual 15),21.06.23,2023.0,06,21,194.0,With,Build-Up,Climax,1,2,NV,NV,Traveling,0.35711,3,0.10857037248609684,21.714074497219368,0.0,0.197943,0.159171,,,,,,,,,,,,,,,,,,,,,,,,,
596,Western,Fongoli,Fongoli,Individual 16,Fongoli (Fongoli),Fongoli (Individual 16),17.06.23,2023.0,06,17,198.0,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,1.61873,7,0.9943598625072572,73.00107509798266,1.5268037744276668,0.210592,0.204306,0.861229,0.132013,0.081722,0.12887,,,,,,,,,,,,,,,,,,,,,
604,Western,Fongoli,Fongoli,Individual 13,Fongoli (Fongoli),Fongoli (Individual 13),10.06.23,2023.0,06,10,205.0,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,1.32051,6,0.3641756364323695,44.63421366026017,2.384080545409061,0.42427,0.205859,0.145608,0.233474,0.311299,,,,,,,,,,,,,,,,,,,,,,
605,Western,Fongoli,Fongoli,Individual 16,Fongoli (Fongoli),Fongoli (Individual 16),10.06.23,2023.0,06,10,205.0,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,1.62981,12,0.425568617000857,39.65028996332074,0.0,0.28704,0.107032,0.136222,0.121627,0.12406,0.201901,0.097302,0.109465,0.080274,0.121627,0.243254,,,,,,,,,,,,,,,,
606,Western,Fongoli,Fongoli,Individual 17,Fongoli (Fongoli),Fongoli (Individual 17),09.06.23,2023.0,06,09,206.0,With,Build-Up,Climax,1,2,NV,NV,Traveling,1.3874,6,0.8192154899787455,70.06680004075406,2.384080545409061,0.0991,0.128084,0.056778,0.501213,0.602221,,,,,,,,,,,,,,,,,,,,,,
608,Western,Fongoli,Fongoli,Individual 17,Fongoli (Fongoli),Fongoli (Individual 17),09.06.23,2023.0,06,09,206.0,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,0.86719,6,0.4192889048143236,35.01711315628747,0.0,0.105179,0.096593,0.154549,0.287632,0.223237,,,,,,,,,,,,,,,,,,,,,,
610,Western,Fongoli,Fongoli,Individual 17,Fongoli (Fongoli),Fongoli (Individual 17),09.06.23,2023.0,06,09,206.0,With,Build-Up,Climax,1,2,NV,NV,Traveling,1.98428,9,0.7689862858321753,50.702178830840914,2.8676687467547968,0.091739,0.186875,0.22425,0.693138,0.397535,0.139307,0.132512,0.118921,,,,,,,,,,,,,,,,,,,
616,Western,Fongoli,Fongoli,Individual 16,Fongoli (Fongoli),Fongoli (Individual 16),27.05.23,2023.0,05,27,219.0,With,after,after,0,0,NV,NV,Traveling,1.7357,8,1.3932524025249557,50.46918842987231,1.544783155738533,0.109062,0.118343,0.074255,0.109062,0.092818,0.139228,1.092936,,,,,,,,,,,,,,,,,,,,
620,Eastern,Gombe,Kasekela,Individual 34,Gombe (Kasekela),Kasekela (Individual 34),17.08.17,2017.0,08,17,2328.0,With,after,after,0,0,NV,NV,Resting,1.2044,6,0.4329179951676767,66.4731297705423,0.0,0.380688,0.316127,0.104634,0.262697,0.140254,,,,,,,,,,,,,,,,,,,,,,
622,Eastern,Gombe,Kasekela,Individual 34,Gombe (Kasekela),Kasekela (Individual 34),27.05.17,2017.0,05,27,2410.0,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,2.38923,13,0.49471460591092176,57.07885105258814,0.0,0.053094,0.127426,0.323572,0.07292,0.048255,0.231628,0.178438,0.345111,0.249542,0.254851,0.222995,0.281397,,,,,,,,,,,,,,,
627,Eastern,Gombe,Kasekela,Individual 34,Gombe (Kasekela),Kasekela (Individual 34),20.08.17,2017.0,08,20,2325.0,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,2.15501,7,0.805384091556526,54.8407378981414,1.5268037744276668,0.148622,0.14119,0.988333,0.30839,0.300959,0.267519,,,,,,,,,,,,,,,,,,,,,
640,Eastern,Gombe,Kasekela,Individual 32,Gombe (Kasekela),Kasekela (Individual 32),01.10.17,2017.0,10,01,2283.0,With,Build-Up,Climax,1,2,NV,NV,Resting,2.31243,6,0.84519683693958,65.56787793956754,2.384080545409061,0.145118,0.094642,0.214523,0.80446,1.053686,,,,,,,,,,,,,,,,,,,,,,
641,Eastern,Gombe,Kasekela,Individual 32,Gombe (Kasekela),Kasekela (Individual 32),01.10.17,2017.0,10,01,2283.0,With,Let-Down,Let-Down,3,3,NV,NV,Resting,1.04294,6,0.9387042751810536,87.84364834332273,1.4945555226170317,0.116105,0.080072,0.136123,0.598541,0.112101,,,,,,,,,,,,,,,,,,,,,,
642,Eastern,Gombe,Kasekela,Individual 32,Gombe (Kasekela),Kasekela (Individual 32),01.10.17,2017.0,10,01,2283.0,With,Let-Down,Let-Down,3,3,NV,NV,Resting,1.58881,8,1.2813630432826917,96.07726923673458,1.544783155738533,0.109738,0.104967,0.932771,0.169378,0.062026,0.155064,0.054869,,,,,,,,,,,,,,,,,,,,
643,Eastern,Gombe,Kasekela,Individual 32,Gombe (Kasekela),Kasekela (Individual 32),01.10.17,2017.0,10,01,2283.0,With,Build-Up,Climax,1,2,NV,NV,Resting,1.98645,8,0.9136210787941517,114.13816609887712,2.7664414810694944,0.164149,0.085643,0.766031,0.099917,0.168907,0.60426,0.097539,,,,,,,,,,,,,,,,,,,,
644,Eastern,Gombe,Kasekela,Individual 32,Gombe (Kasekela),Kasekela (Individual 32),01.10.17,2017.0,10,01,2283.0,With,Climax,Climax,2,2,NV,NV,Resting,0.36601,3,0.7741919619682521,154.83839239365042,0.0,0.324686,0.041324,,,,,,,,,,,,,,,,,,,,,,,,,
660,Eastern,Kibale,Kanyawara,Individual 25,Kibale (Kanyawara),Kanyawara (Individual 25),27.07.11,2011.0,07,27,4541.0,With,Climax,Let-Down,2,3,NV,NV,Traveling,0.95637,5,1.020898503774716,134.06085028725403,1.4338343733773984,0.163859,0.072483,0.656372,0.063657,,,,,,,,,,,,,,,,,,,,,,,
661,Eastern,Kibale,Kanyawara,Individual 28,Kibale (Kanyawara),Kanyawara (Individual 28),19.10.10,2010.0,10,19,4822.0,With,Roar,Roar,1,1,NV,NV,Traveling,0.54716,4,0.13337326069393735,16.962941939049966,0.0,0.148153,0.202448,0.196556,,,,,,,,,,,,,,,,,,,,,,,,
663,Eastern,Kibale,Kanyawara,Individual 28,Kibale (Kanyawara),Kanyawara (Individual 28),19.12.10,2010.0,12,19,4761.0,With,Roar,Let-Down,1,3,NV,NV,Traveling,0.91564,7,0.4299388831971972,57.42185927775389,0.0,0.094396,0.136285,0.160474,0.061358,0.25723,0.205902,,,,,,,,,,,,,,,,,,,,,
